Price,Close,High,Low,Open,Volume
Ticker,IOC.NS,IOC.NS,IOC.NS,IOC.NS,IOC.NS
Date,,,,,
2015-09-15,36.536312103271484,37.21087016816694,36.39864702059057,37.077797002459,7585392
2015-09-16,36.25640106201172,37.07780399728903,35.779160898363926,37.07780399728903,5655000
2015-09-18,35.79751205444336,36.97684498358862,35.49465136922695,36.61891489996446,18050394
2015-09-21,35.46712112426758,35.87552874025311,35.242268389881275,35.76080641410287,9976764
2015-09-22,35.85258102416992,36.33440890250052,35.49465510408889,35.783748470122696,9493182
2015-09-23,36.306880950927734,36.462901137642845,35.60478801010674,35.79293061779349,5915592
2015-09-24,36.18297576904297,36.591379120474876,35.94894343633508,36.42618353374442,16107432
2015-09-28,36.60514450073242,36.80246669244209,36.182973822812976,36.27016142808786,4705932
2015-09-29,36.21968460083008,36.508782118749664,35.54053460945042,36.06825216751935,6133518
2015-09-30,36.91260528564453,37.123690671541695,36.38947953767179,36.52255273244714,9497856
2015-10-01,36.825416564941406,37.229232256430436,36.69692688955464,36.98143674133554,4842852
2015-10-05,36.908016204833984,37.16957906915356,36.71528589434618,37.15122400154547,6805602
2015-10-06,37.008968353271484,37.3531310961686,36.90342147107173,37.07780090185091,8743278
2015-10-07,36.51795959472656,37.08697502955021,36.41700463353451,36.894244740549574,5262882
2015-10-08,36.701515197753906,36.930955622542896,36.536315403134445,36.71069063011871,4439004
2015-10-09,36.646446228027344,36.8942416932463,36.260981480658565,36.80246637301796,4204068
2015-10-12,36.63726806640625,36.80246785065499,36.38947259123818,36.76116580399029,4124688
2015-10-13,36.70610427856445,37.045679312792615,36.435361794452525,36.89424686229583,3957774
2015-10-14,36.70610427856445,36.940136629441795,36.59138196130227,36.88965914594287,3947496
2015-10-15,36.99519729614258,37.16039287545625,36.54549191731462,36.71986712941485,8394894
2015-10-16,37.36689376831055,37.444905949601356,36.94472304971767,37.35313061973449,15397074
2015-10-19,37.25676345825195,37.67434646161427,37.187930910392,37.44490603581619,9781314
2015-10-20,36.935546875,37.623872416473766,36.8529511709877,37.564219496775365,16920864
2015-10-21,36.462890625,37.142036382918526,36.34358061059198,37.142036382918526,5966682
2015-10-23,36.69233322143555,36.825410591870806,36.517958005584866,36.82082287598133,7384854
2015-10-26,36.072845458984375,36.7932934066214,35.93059263655578,36.784117973538585,4159038
2015-10-27,36.61432647705078,36.701514087906375,35.930588738337036,35.98106621843293,5156238
2015-10-28,36.69691848754883,36.89424067208435,36.48124544068042,36.89424067208435,6141348
2015-10-29,36.02236557006836,36.770348169461094,35.893880107041916,36.710691053580526,13712586
2015-10-30,36.687744140625,36.940131523232296,36.06825127521107,36.10496140337124,7255818
2015-11-02,36.46748733520508,36.857539886344775,36.19674482790086,36.857539886344775,5416410
2015-11-03,36.83000183105469,37.06862189700554,35.51759566953044,36.3986514660529,31435092
2015-11-04,37.63763427734375,37.807421779634474,36.48583609254337,36.84835387809205,20255664
2015-11-05,37.5320930480957,37.894610847600376,37.37607288886098,37.44490543561763,9321066
2015-11-06,37.78907012939453,38.05063298039515,37.45408281049469,37.5366827111279,8449380
2015-11-09,37.92214584350586,38.05063130456115,36.96766561370254,36.98602067956759,7403838
2015-11-10,36.61891555786133,38.18829681295718,36.18756520355083,37.81660357425847,15028722
2015-11-13,37.42655563354492,37.50915554151076,36.8116503423842,37.19252326117604,6820554
2015-11-16,36.921783447265625,37.903794265630644,36.79329377318115,37.19252174399025,7925880
2015-11-17,36.69691848754883,37.45866832857734,36.439947598021924,37.169570826353635,5044896
2015-11-18,37.05026626586914,37.298061760700506,36.63727097367996,36.80247077103778,4091508
2015-11-19,37.362308502197266,37.504561323120626,36.74740324875287,37.013558024628146,10645512
2015-11-20,37.76612854003906,38.08275660106776,37.12828050026408,37.192521135048864,12509664
2015-11-23,37.79365539550781,37.99556531703081,37.5137374959815,37.720235133574064,9433398
2015-11-24,38.39937210083008,38.89955487197969,37.711046800972426,37.812001738445446,16326096
2015-11-26,38.6425895690918,39.303380271457485,38.18370456949045,38.39937762047175,16110798
2015-11-27,38.49574661254883,39.01887225901398,38.110286052122404,38.91332958654496,9449130
